序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
1186,河南科技职业大学,河南省教育厅,河南,周口,,,,0,本科,民办,,2455,年份=年份,2026/6/15
1187,郑州升达经贸管理学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,2836,年份=年份,2026/6/15
1188,郑州西亚斯学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,3423,无专业数据,2026/6/15
1189,郑州健康学院,河南省教育厅,河南,郑州,,,,,本科,民办,,1942,无专业数据,2026/6/15
1190,漯河食品工程职业大学,河南省教育厅,河南,漯河,,,,0,本科,民办,,2453,年份=年份,2026/6/15
1191,武汉东湖学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1159,无专业数据,2026/6/15
1192,汉口学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1105,无专业数据,2026/6/15
1193,武昌首义学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1104,无专业数据,2026/6/15
1194,武昌理工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1157,无专业数据,2026/6/15
1195,武汉生物工程学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1975,无专业数据,2026/6/15
1196,武汉晴川学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1974,无专业数据,2026/6/15
1197,湖北大学知行学院,湖北省教育厅,湖北,武汉,,,,综合,本科,民办,,1963,无专业数据,2026/6/15
1198,武汉城市学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1176,无专业数据,2026/6/15
1199,三峡大学科技学院,湖北省教育厅,湖北,宜昌,,,,综合,本科,民办,,1124,无专业数据,2026/6/15
1200,武汉文理学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,2459,年份=年份,2026/6/15
1201,湖北工业大学工程技术学院,湖北省教育厅,湖北,武汉,,,,理工,本科,民办,,1965,无专业数据,2026/6/15
1202,武汉工程大学邮电与信息工程学院,湖北省教育厅,湖北,武汉,,,,理工,本科,民办,,1968,科类=历史类,2026/6/15
1203,武汉纺织大学外经贸学院,湖北省教育厅,湖北,武汉,,,,综合,本科,民办,,1316,无专业数据,2026/6/15
1204,武昌工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1967,无专业数据,2026/6/15
1205,武汉工商学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1964,无专业数据,2026/6/15
1206,荆州学院,湖北省教育厅,湖北,荆州,,,,0,本科,民办,,1973,年份=年份,2026/6/15
1207,长江大学文理学院,湖北省教育厅,湖北,荆州,,,,综合,本科,民办,,1972,无专业数据,2026/6/15
1208,湖北商贸学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1966,无专业数据,2026/6/15
1209,湖北汽车工业学院科技学院,湖北省教育厅,湖北,十堰,,,,0,本科,民办,,1969,年份=2022,2026/6/15
1210,湖北医药学院药护学院,湖北省教育厅,湖北,十堰,,,,医药,本科,民办,,1158,无专业数据,2026/6/15
1211,湖北恩施学院,湖北省教育厅,湖北,恩施,,,,0,本科,民办,,2461,无专业数据,2026/6/15
1212,湖北经济学院法商学院,湖北省教育厅,湖北,武汉,,,,财经,本科,民办,,1052,无专业数据,2026/6/15
1213,武汉体育学院体育科技学院,湖北省教育厅,湖北,武汉,,,,体育,本科,民办,,1281,无专业数据,2026/6/15
1214,湖北师范大学文理学院,湖北省教育厅,湖北,黄石,,,,师范,本科,民办,,1970,无专业数据,2026/6/15
1215,湖北文理学院理工学院,湖北省教育厅,湖北,襄阳,,,,理工,本科,民办,,1971,无专业数据,2026/6/15
1216,湖北工程学院新技术学院,湖北省教育厅,湖北,孝感,,,,综合,本科,民办,,2460,年份=年份,2026/6/15
1217,文华学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1077,无专业数据,2026/6/15
1218,武汉学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1169,无专业数据,2026/6/15
1219,武汉工程科技学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1144,年份=2021,2026/6/15
1220,武汉华夏理工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1099,无专业数据,2026/6/15
1221,武汉传媒学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,2462,无专业数据,2026/6/15
1222,武汉设计工程学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,,1557,年份=年份,2026/6/15
1223,长沙医学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,,1243,无专业数据,2026/6/15
1224,湖南涉外经济学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,,1188,无专业数据,2026/6/15
1225,湘潭大学兴湘学院,湖南省教育厅,湖南,湘潭,,,,综合,本科,民办,,2472,年份=2023,2026/6/15
1226,湖南工业大学科技学院,湖南省教育厅,湖南,株洲,,,,综合,本科,民办,,2471,年份=2024,2026/6/15
1227,湖南科技大学潇湘学院,湖南省教育厅,湖南,湘潭,,,,综合,本科,民办,,2470,无专业数据,2026/6/15
1228,南华大学船山学院,湖南省教育厅,湖南,衡阳,,,,综合,本科,民办,,2473,无专业数据,2026/6/15
1229,湘潭理工学院,湖南省教育厅,湖南,湘潭,,,,0,本科,民办,,2467,无专业数据,2026/6/15
1230,湖南农业大学东方科技学院,湖南省教育厅,湖南,长沙,,,,综合,本科,民办,,2468,无专业数据,2026/6/15
1231,中南林业科技大学涉外学院,湖南省教育厅,湖南,长沙,,,,综合,本科,民办,,1133,无专业数据,2026/6/15
1232,常德学院,湖南省教育厅,湖南,常德,,,,,本科,民办,,2474,无专业数据,2026/6/15
1233,岳阳学院,湖南省教育厅,湖南,岳阳,,,,,本科,民办,,2475,无专业数据,2026/6/15
1234,衡阳师范学院南岳学院,湖南省教育厅,湖南,衡阳,,,,综合,本科,民办,,2479,无专业数据,2026/6/15
1235,湖南工程学院应用技术学院,湖南省教育厅,湖南,湘潭,,,,理工,本科,民办,,2477,无专业数据,2026/6/15
1236,湖南中医药大学湘杏学院,湖南省教育厅,湖南,长沙,,,,医药,本科,民办,,2478,无专业数据,2026/6/15
1237,张家界学院,湖南省教育厅,湖南,张家界,,,,0,本科,民办,,2476,无专业数据,2026/6/15
1238,长沙理工大学城南学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,,2469,年份=2024,2026/6/15
1239,湖南应用技术学院,湖南省教育厅,湖南,常德,,,,0,本科,民办,,2039,无专业数据,2026/6/15
1240,湖南信息学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,,2038,年份=2024,2026/6/15
1241,湖南交通工程学院,湖南省教育厅,湖南,衡阳,,,,0,本科,民办,,2040,无专业数据,2026/6/15
1242,湖南软件职业技术大学,湖南省教育厅,湖南,湘潭,,,,0,本科,民办,,2042,无专业数据,2026/6/15
1243,广东白云学院,广东省教育厅,广东,广州,,,,0,本科,民办,,966,无专业数据,2026/6/15
1244,电子科技大学中山学院,广东省教育厅,广东,中山,,,,0,本科,民办,,2482,无专业数据,2026/6/15
1245,广东培正学院,广东省教育厅,广东,广州,,,,0,本科,民办,,965,无专业数据,2026/6/15
1246,广东东软学院,广东省教育厅,广东,佛山,,,,0,本科,民办,,643,无专业数据,2026/6/15
1247,广州城市理工学院,广东省教育厅,广东,广州,,,,0,本科,民办,,2059,无专业数据,2026/6/15
1248,广州软件学院,广东省教育厅,广东,广州,,,,0,本科,民办,,1308,无专业数据,2026/6/15
1249,广州南方学院,广东省教育厅,广东,广州,,,,0,本科,民办,,1096,无专业数据,2026/6/15
1250,广东外语外贸大学南国商学院,广东省教育厅,广东,广州,,,,综合,本科,民办,,2061,无专业数据,2026/6/15
1251,广州华商学院,广东省教育厅,广东,广州,,,,0,本科,民办,,2060,无专业数据,2026/6/15
1252,湛江科技学院,广东省教育厅,广东,湛江,,,,0,本科,民办,,2484,无专业数据,2026/6/15
1253,华南农业大学珠江学院,广东省教育厅,广东,广州,,,,综合,本科,民办,,2057,无专业数据,2026/6/15
1254,广州理工学院,广东省教育厅,广东,广州,,,,0,本科,民办,,2058,无专业数据,2026/6/15
1255,广州华立学院,广东省教育厅,广东,广州,,,,0,本科,民办,,2056,无专业数据,2026/6/15
1256,广州应用科技学院,广东省教育厅,广东,广州,,,,0,本科,民办,,1297,无专业数据,2026/6/15
1257,广州商学院,广东省教育厅,广东,广州,,,,0,本科,民办,,2055,无专业数据,2026/6/15
1258,北京理工大学珠海学院,广东省教育厅,广东,珠海,,,,0,本科,民办,,1298,年份=2023,2026/6/15
1259,珠海科技学院,广东省教育厅,广东,珠海,,,,0,本科,民办,,1455,无专业数据,2026/6/15
1260,广州工商学院,广东省教育厅,广东,广州,,,,0,本科,民办,,633,无专业数据,2026/6/15
1261,广州科技职业技术大学,广东省教育厅,广东,广州,,,,0,本科,民办,,1000,无专业数据,2026/6/15
1262,广东科技学院,广东省教育厅,广东,东莞,,,,0,本科,民办,,2835,无专业数据,2026/6/15
1263,广东理工学院,广东省教育厅,广东,肇庆,,,,0,本科,民办,,977,无专业数据,2026/6/15
1264,广东工商职业技术大学,广东省教育厅,广东,肇庆,,,,0,本科,民办,,976,无专业数据,2026/6/15
1265,东莞城市学院,广东省教育厅,广东,东莞,,,,0,本科,民办,,2483,无专业数据,2026/6/15
1266,广州新华学院,广东省教育厅,广东,广州,,,,0,本科,民办,,1285,无专业数据,2026/6/15
1267,南宁学院,广西壮族自治区教育厅,广西,南宁,,,,0,本科,民办,,1762,无专业数据,2026/6/15
1268,北海艺术设计学院,广西壮族自治区教育厅,广西,北海,,,,0,本科,民办,,1758,无专业数据,2026/6/15
1269,柳州工学院,广西壮族自治区教育厅,广西,柳州,,,,0,本科,民办,,2368,无专业数据,2026/6/15
1270,广西民族大学相思湖学院,广西壮族自治区教育厅,广西,南宁,,,,综合,本科,民办,,2370,无专业数据,2026/6/15
1271,桂林学院,广西壮族自治区教育厅,广西,桂林,,,,0,本科,民办,,2366,无专业数据,2026/6/15
1272,南宁师范大学师园学院,广西壮族自治区教育厅,广西,南宁,,,,综合,本科,民办,,2369,无专业数据,2026/6/15
1273,广西中医药大学赛恩斯新医药学院,广西壮族自治区教育厅,广西,南宁,,,,医药,本科,民办,,2372,无专业数据,2026/6/15
1274,桂林信息科技学院,广西壮族自治区教育厅,广西,桂林,,,,0,本科,民办,,2367,无专业数据,2026/6/15
1275,南宁理工学院,广西壮族自治区教育厅,广西,桂林,,,,0,本科,民办,,2628,无专业数据,2026/6/15
1276,广西外国语学院,广西壮族自治区教育厅,广西,南宁,,,,0,本科,民办,,2834,无专业数据,2026/6/15
1278,广西城市职业大学,广西壮族自治区教育厅,广西,崇左,,,,0,本科,民办,,1756,无专业数据,2026/6/15
1279,海口经济学院,海南省教育厅,海南,海口,,,,0,本科,民办,,1391,无专业数据,2026/6/15
1280,三亚学院,海南省教育厅,海南,三亚,,,,0,本科,民办,,1329,无专业数据,2026/6/15
1281,海南科技职业大学,海南省教育厅,海南,海口,,,,0,本科,民办,,1432,无专业数据,2026/6/15
1282,重庆机电职业技术大学,重庆市教委,重庆,重庆,,,,0,本科,民办,,1485,无专业数据,2026/6/15
1283,重庆工程学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1499,无专业数据,2026/6/15
1284,重庆城市科技学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1474,年份=年份,2026/6/15
1285,重庆人文科技学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1232,年份=年份,2026/6/15
1286,重庆外语外事学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1473,无专业数据,2026/6/15
1287,重庆对外经贸学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1472,无专业数据,2026/6/15
1288,重庆财经学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1475,无专业数据,2026/6/15
1289,重庆工商大学派斯学院,重庆市教委,重庆,重庆,,,,财经,本科,民办,,1477,年份=年份,2026/6/15
1290,重庆移通学院,重庆市教委,重庆,重庆,,,,0,本科,民办,,1476,无专业数据,2026/6/15
1291,成都东软学院,四川省教育厅,四川,成都,,,,0,本科,民办,,770,无专业数据,2026/6/15
1292,成都艺术职业大学,四川省教育厅,四川,成都,,,,0,本科,民办,,773,年份=2024,2026/6/15
1293,电子科技大学成都学院,四川省教育厅,四川,成都,,,,综合,本科,民办,,1131,无专业数据,2026/6/15
1294,成都理工大学工程技术学院,四川省教育厅,四川,乐山,,,,理工,本科,民办,,2493,无专业数据,2026/6/15
1295,四川传媒学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2494,无专业数据,2026/6/15
1296,成都银杏酒店管理学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2495,无专业数据,2026/6/15
1297,成都文理学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2496,年份=年份,2026/6/15
1298,四川工商学院,四川省教育厅,四川,成都,,,,0,本科,民办,,1395,年份=2021,2026/6/15
1299,成都外国语学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2497,无专业数据,2026/6/15
1300,四川工业科技学院,四川省教育厅,四川,德阳,,,,0,本科,民办,,801,无专业数据,2026/6/15
1301,成都锦城学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2498,,2026/6/15
1302,西南财经大学天府学院,四川省教育厅,四川,绵阳,,,,综合,本科,民办,,2502,,2026/6/15
1303,四川大学锦江学院,四川省教育厅,四川,眉山,,,,综合,本科,民办,,2501,,2026/6/15
1304,四川文化艺术学院,四川省教育厅,四川,绵阳,,,,0,本科,民办,,2500,,2026/6/15
1305,绵阳城市学院,四川省教育厅,四川,绵阳,,,,0,本科,民办,,2499,年份=年份,2026/6/15
1306,西南交通大学希望学院,四川省教育厅,四川,南充,,,,理工,本科,民办,,2503,,2026/6/15
1307,四川电影电视学院,四川省教育厅,四川,成都,,,,0,本科,民办,,2917,,2026/6/15
1308,吉利学院,四川省教育厅,四川,成都,,,,0,本科,民办,,822,,2026/6/15
1309,贵州中医药大学时珍学院,贵州省教育厅,贵州,贵阳,,,,医药,本科,民办,,2572,,2026/6/15
1310,贵州黔南经济学院,贵州省教育厅,贵州,黔南,,,,0,本科,民办,,2573,年份=年份,2026/6/15
1311,贵州黔南科技学院,贵州省教育厅,贵州,黔南,,,,0,本科,民办,,2275,,2026/6/15
1312,贵阳信息科技学院,贵州省教育厅,贵州,贵阳,,,,0,本科,民办,,2276,,2026/6/15
1313,贵阳人文科技学院,贵州省教育厅,贵州,贵阳,,,,0,本科,民办,,2574,,2026/6/15
1314,遵义医科大学医学与科技学院,贵州省教育厅,贵州,遵义,,,,医药,本科,民办,,2571,,2026/6/15
1315,贵州医科大学神奇民族医药学院,贵州省教育厅,贵州,贵阳,,,,医药,本科,民办,,2575,年份=年份,2026/6/15
1316,茅台学院,贵州省教育厅,贵州,遵义,,,,0,本科,民办,,3287,,2026/6/15
1317,贵州工商职业大学,,贵州,贵阳,,,,,本科,民办,,3117,,2026/6/15
1318,云南经济管理学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,2184,,2026/6/15
1319,滇池学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,2523,,2026/6/15
1320,丽江文化旅游学院,云南省教育厅,云南,丽江,,,,0,本科,民办,,2524,,2026/6/15
1321,昆明理工大学津桥学院,云南省教育厅,云南,昆明,,,,理工,本科,民办,,2526,,2026/6/15
1322,昆明城市学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,1280,,2026/6/15
1323,昆明文理学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,2181,,2026/6/15
1324,昆明医科大学海源学院,云南省教育厅,云南,昆明,,,,医药,本科,民办,,1277,,2026/6/15
1325,昆明传媒学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,2525,,2026/6/15
1326,云南工商学院,云南省教育厅,云南,昆明,,,,0,本科,民办,,2185,,2026/6/15
1327,昆明科技职业大学,,云南,昆明,,,,,本科,民办,,2528,,2026/6/15
1328,西安培华学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,383,,2026/6/15
1329,西安欧亚学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,2256,,2026/6/15
1330,西安外事学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,862,,2026/6/15
1331,西安翻译学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,1184,,2026/6/15
1332,西京学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,1185,,2026/6/15
1333,西安思源学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,863,,2026/6/15
1334,陕西国际商贸学院,陕西省教育厅,陕西,咸阳,,,,0,本科,民办,,2255,年份=年份,2026/6/15
1335,陕西服装工程学院,陕西省教育厅,陕西,咸阳,,,,0,本科,民办,,2846,年份=年份,2026/6/15
1336,西安交通工程学院,陕西省教育厅,陕西,西安,,,,0,本科,民办,,2260,,2026/6/15
1337,西安交通大学城市学院,陕西省教育厅,陕西,西安,,,,综合,本科,民办,,2560,,2026/6/15
1338,西北大学现代学院,陕西省教育厅,陕西,西安,,,,综合,本科,民办,,2252,,2026/6/15
1339,西安建筑科技大学华清学院,陕西省教育厅,陕西,西安,,,,理工,本科,民办,,2253,,2026/6/15
1340,西安财经大学行知学院,陕西省教育厅,陕西,西安,,,,财经,本科,民办,,1415,年份=年份,2026/6/15
